Participants,Trial,Grammar,Block,Response,RT,Accuracy
8,168,1,4,x,437,1
8,169,0,4,n,362,1
8,170,1,4,x,333,1
8,171,1,4,x,306,1
8,172,0,4,n,428,1
8,173,1,4,x,308,1
8,174,0,4,x,389,0
8,175,1,4,x,424,1
8,176,1,4,x,400,1
8,177,0,4,n,428,1
8,178,1,4,x,304,1
8,179,1,4,x,324,1
8,180,0,4,n,396,1
8,181,1,4,x,327,1
8,182,0,4,n,485,1
8,183,1,4,x,350,1
8,184,1,4,x,460,1
8,185,0,4,n,492,1
8,186,1,4,x,312,1
8,187,0,4,n,442,1
8,188,1,4,x,261,1
8,189,1,4,x,431,1
8,190,0,4,n,402,1
8,191,1,4,x,357,1
8,192,1,4,x,511,1
8,193,0,4,n,426,1
8,194,1,4,x,256,1
8,195,0,4,n,470,1
8,196,1,4,x,184,1
8,197,1,4,x,458,1
8,198,0,4,n,399,1
8,199,1,4,x,262,1
8,200,0,4,n,485,1
8,201,1,4,x,201,1
8,202,1,4,x,389,1
8,203,0,4,n,423,1
8,204,1,4,x,397,1
8,205,1,4,x,271,1
8,206,0,4,x,338,0
8,207,1,4,x,327,1
8,208,0,4,x,397,0
8,209,1,4,x,346,1
8,210,1,4,x,518,1
8,211,0,4,n,457,1
8,212,1,4,x,311,1
8,213,1,4,x,338,1
8,214,0,4,n,426,1
8,215,1,4,x,283,1
8,216,0,4,n,447,1
8,217,1,4,x,298,1
8,218,1,4,x,448,1
8,219,0,4,n,351,1
8,220,1,4,x,340,1
8,221,0,4,n,508,1
8,222,1,4,x,288,1
8,223,1,4,n,278,0
8,224,0,4,x,272,0
8,225,1,4,n,368,0
8,226,1,4,n,387,0
8,227,0,4,n,294,1
8,228,1,4,x,259,1
8,229,0,4,n,516,1
8,230,1,4,x,478,1
8,231,1,4,x,361,1
8,232,0,4,n,716,1
8,233,1,4,x,262,1
8,1,0,5,n,495,1
8,2,1,5,x,302,1
8,3,1,5,x,347,1
8,4,0,5,n,352,1
8,5,1,5,x,260,1
8,6,1,5,x,360,1
8,7,0,5,n,424,1
8,8,1,5,x,275,1
8,9,0,5,n,313,1
8,10,1,5,x,271,1
8,11,1,5,x,457,1
8,12,0,5,x,323,0
8,13,1,5,x,302,1
8,14,1,5,x,157,1
8,15,0,5,n,447,1
8,16,1,5,x,276,1
8,17,0,5,x,295,0
8,18,1,5,x,322,1
8,19,1,5,n,267,0
8,20,0,5,x,260,0
8,21,1,5,x,436,1
8,22,0,5,n,453,1
8,23,1,5,x,297,1
8,24,1,5,x,491,1
8,25,0,5,n,414,1
8,26,1,5,x,281,1
8,27,1,5,x,344,1
8,28,0,5,n,458,1
8,29,1,5,x,291,1
8,30,0,5,n,461,1
8,31,1,5,x,341,1
8,32,1,5,x,396,1
8,33,0,5,n,414,1
8,34,1,5,x,329,1
8,35,1,5,x,350,1
8,36,0,5,n,490,1
8,37,1,5,x,275,1
8,38,0,5,n,444,1
8,39,1,5,x,473,1
8,40,1,5,x,305,1
8,41,0,5,n,407,1
8,42,1,5,x,264,1
8,43,0,5,n,464,1
8,44,1,5,x,212,1
8,45,1,5,x,347,1
8,46,0,5,n,508,1
8,47,1,5,x,208,1
8,48,1,5,x,327,1
8,49,0,5,n,604,1
8,50,1,5,x,165,1
8,51,0,5,x,348,0
8,52,1,5,x,316,1
8,53,1,5,x,277,1
8,54,0,5,n,533,1
8,55,1,5,x,171,1
8,56,0,5,x,407,0
8,57,1,5,x,383,1
8,58,1,5,x,356,1
8,59,0,5,n,566,1
8,60,1,5,x,280,1
8,61,1,5,x,375,1
8,62,0,5,n,333,1
8,63,1,5,x,342,1
8,64,0,5,n,559,1
8,65,1,5,x,257,1
8,66,1,5,x,293,1
8,67,0,5,x,316,0
8,68,1,5,x,387,1
8,69,1,5,x,366,1
8,70,0,5,n,326,1
8,71,1,5,x,301,1
8,72,0,5,x,293,0
8,73,1,5,x,446,1
8,74,1,5,x,544,1
8,75,0,5,n,448,1
8,76,1,5,x,241,1
8,77,0,5,n,418,1
8,78,1,5,x,253,1
8,79,1,5,x,270,1
8,80,0,5,n,411,1
8,81,1,5,x,206,1
8,82,1,5,x,240,1
8,83,0,5,x,384,0
8,84,1,5,x,347,1
8,85,0,5,n,362,1
8,86,1,5,x,233,1
8,87,1,5,x,633,1
8,88,0,5,n,447,1
8,89,1,5,x,295,1
8,90,1,5,x,328,1
8,91,0,5,n,392,1
8,92,1,5,x,302,1
8,93,0,5,n,375,1
8,94,1,5,x,272,1
8,95,1,5,n,324,0
8,96,0,5,n,443,1
8,97,1,5,x,155,1
8,98,0,5,x,372,0
8,99,1,5,x,332,1
8,100,1,5,x,467,1
8,101,0,5,n,419,1
8,102,1,5,x,233,1
8,103,1,5,x,475,1
8,104,0,5,n,417,1
8,105,1,5,x,262,1
8,106,0,5,x,317,0
8,107,1,5,x,356,1
8,108,1,5,n,308,0
8,109,0,5,x,271,0
8,110,1,5,x,455,1
8,111,0,5,n,350,1
8,112,1,5,x,231,1
8,113,1,5,x,508,1
8,114,0,5,n,347,1
8,115,1,5,x,225,1
8,116,1,5,n,351,0
8,117,0,5,n,411,1
8,118,1,5,x,195,1
8,119,0,5,n,460,1
8,120,1,5,x,278,1
8,121,1,5,x,305,1
8,122,0,5,n,388,1
8,123,1,5,x,340,1
8,124,1,5,x,561,1
8,125,0,5,n,431,1
8,126,1,5,x,495,1
8,127,0,5,n,454,1
8,128,1,5,x,315,1
8,129,1,5,x,429,1
8,130,0,5,n,495,1
8,131,1,5,x,321,1
8,132,0,5,n,541,1
8,133,1,5,x,210,1
8,134,1,5,x,431,1
8,135,0,5,n,306,1
8,136,1,5,x,290,1
8,137,1,5,x,367,1
8,138,0,5,n,599,1
8,139,1,5,x,291,1
8,140,0,5,n,591,1
8,141,1,5,x,313,1
8,142,1,5,x,517,1
8,143,0,5,x,355,0
8,144,1,5,n,390,0
8,145,0,5,n,457,1
8,146,1,5,x,268,1
8,147,1,5,x,376,1
8,148,0,5,n,400,1
8,149,1,5,x,414,1
8,150,1,5,n,567,0
8,151,0,5,n,333,1
8,152,1,5,x,273,1
8,153,0,5,n,390,1
8,154,1,5,x,306,1
8,155,1,5,x,310,1
8,156,0,5,n,394,1
8,157,1,5,x,284,1
8,158,1,5,x,458,1
8,159,0,5,n,573,1
8,160,1,5,x,330,1
8,161,0,5,n,394,1
8,162,1,5,x,132,1
8,163,1,5,x,261,1
8,164,0,5,n,344,1
8,165,1,5,x,314,1
8,166,0,5,n,511,1
8,167,1,5,x,286,1
8,168,1,5,n,329,0
8,169,0,5,x,333,0
8,170,1,5,x,252,1
8,171,1,5,x,603,1
8,172,0,5,n,337,1
8,173,1,5,x,295,1
8,174,0,5,n,403,1
8,175,1,5,x,315,1
8,176,1,5,x,355,1
8,177,0,5,n,367,1
8,178,1,5,x,280,1
8,179,1,5,x,376,1
8,180,0,5,n,522,1
8,181,1,5,x,328,1
8,182,0,5,x,446,0
8,183,1,5,x,349,1
8,184,1,5,x,374,1
8,185,0,5,n,501,1
8,186,1,5,x,253,1
8,187,0,5,n,370,1
8,188,1,5,x,197,1
8,189,1,5,x,403,1
8,190,0,5,n,422,1
8,191,1,5,x,249,1
8,192,1,5,x,737,1
8,193,0,5,n,346,1
8,194,1,5,x,324,1
8,195,0,5,n,429,1
8,196,1,5,x,357,1
8,197,1,5,x,587,1
8,198,0,5,n,292,1
8,199,1,5,x,294,1
8,200,0,5,n,335,1
8,201,1,5,x,293,1
8,202,1,5,x,475,1
8,203,0,5,n,389,1
8,204,1,5,x,359,1
8,205,1,5,x,309,1
8,206,0,5,n,493,1
8,207,1,5,x,310,1
8,208,0,5,x,397,0
8,209,1,5,x,453,1
8,210,1,5,x,421,1
8,211,0,5,n,393,1
8,212,1,5,x,328,1
8,213,1,5,n,349,0
8,214,0,5,x,340,0
8,215,1,5,x,382,1
8,216,0,5,n,469,1
8,217,1,5,x,286,1
8,218,1,5,x,416,1
8,219,0,5,n,426,1
8,220,1,5,x,322,1
8,221,0,5,n,571,1
8,222,1,5,x,303,1
8,223,1,5,x,418,1
8,224,0,5,x,330,0
8,225,1,5,x,559,1
8,226,1,5,n,337,0
8,227,0,5,n,438,1
8,228,1,5,x,308,1
8,229,0,5,n,367,1
8,230,1,5,x,278,1
8,231,1,5,n,334,0
8,232,0,5,n,337,1
8,233,1,5,x,288,1
9,1,0,1,n,759,1
9,2,1,1,x,430,1
9,3,1,1,x,536,1
9,4,0,1,n,448,1
9,5,1,1,x,417,1
9,6,1,1,x,545,1
9,7,0,1,n,433,1
9,8,1,1,x,489,1
9,9,0,1,n,372,1
9,10,1,1,x,332,1
9,11,1,1,x,591,1
9,12,0,1,n,465,1
9,13,1,1,x,356,1
9,14,1,1,x,445,1
9,15,0,1,n,479,1
9,16,1,1,x,490,1
9,17,0,1,n,479,1
9,18,1,1,x,330,1
9,19,1,1,n,387,0
9,20,0,1,n,722,1
9,21,1,1,x,492,1
9,22,0,1,n,402,1
9,23,1,1,x,365,1
9,24,1,1,n,398,0
9,25,0,1,n,429,1
9,26,1,1,x,586,1
9,27,1,1,x,394,1
9,28,0,1,n,455,1
9,29,1,1,x,435,1
9,30,0,1,n,406,1
9,31,1,1,x,375,1
9,32,1,1,x,430,1
9,33,0,1,n,576,1
9,34,1,1,x,511,1
9,35,1,1,x,414,1
9,36,0,1,n,491,1
9,37,1,1,x,482,1
9,38,0,1,n,411,1
9,39,1,1,x,341,1
9,40,1,1,n,394,0
9,41,0,1,n,636,1
9,42,1,1,x,518,1
9,43,0,1,n,505,1
9,44,1,1,x,413,1
9,45,1,1,x,466,1
9,46,0,1,n,474,1
9,47,1,1,x,562,1
9,48,1,1,x,400,1
9,49,0,1,n,431,1
9,50,1,1,x,352,1
9,51,0,1,n,425,1
9,52,1,1,x,443,1
9,53,1,1,x,334,1
9,54,0,1,n,478,1
9,55,1,1,x,329,1
9,56,0,1,n,425,1
9,57,1,1,x,324,1
9,58,1,1,n,357,0
9,59,0,1,n,481,1
9,60,1,1,x,574,1
9,61,1,1,x,435,1
9,62,0,1,n,449,1
9,63,1,1,x,610,1
9,64,0,1,n,373,1
9,65,1,1,x,483,1
9,66,1,1,x,393,1
9,67,0,1,n,458,1
9,68,1,1,x,341,1
9,69,1,1,x,475,1
9,70,0,1,n,437,1
9,71,1,1,x,572,1
9,72,0,1,n,375,1
9,73,1,1,x,388,1
9,74,1,1,n,346,0
9,75,0,1,n,529,1
9,76,1,1,x,354,1
9,77,0,1,n,503,1
9,78,1,1,x,476,1
9,79,1,1,x,422,1
9,80,0,1,n,504,1
9,81,1,1,x,456,1
9,82,1,1,x,385,1
9,83,0,1,n,497,1
9,84,1,1,x,374,1
9,85,0,1,n,464,1
9,86,1,1,x,438,1
9,87,1,1,x,464,1
9,88,0,1,n,433,1
9,89,1,1,x,392,1
9,90,1,1,x,451,1
9,91,0,1,n,356,1
9,92,1,1,x,375,1
9,93,0,1,n,444,1
9,94,1,1,x,364,1
9,95,1,1,x,400,1
9,96,0,1,n,440,1
9,97,1,1,x,361,1
9,98,0,1,n,450,1
9,99,1,1,x,361,1
9,100,1,1,x,366,1
9,101,0,1,n,381,1
9,102,1,1,x,358,1
9,103,1,1,x,422,1
9,104,0,1,n,549,1
9,105,1,1,x,359,1
9,106,0,1,n,465,1
9,107,1,1,x,357,1
9,108,1,1,x,383,1
9,109,0,1,n,327,1
9,110,1,1,x,386,1
9,111,0,1,n,453,1
9,112,1,1,x,376,1
9,113,1,1,x,353,1
9,114,0,1,n,413,1
9,115,1,1,x,381,1
9,116,1,1,x,316,1
9,117,0,1,n,340,1
9,118,1,1,x,347,1
9,119,0,1,n,445,1
9,120,1,1,x,336,1
9,121,1,1,x,349,1
9,122,0,1,n,346,1
9,123,1,1,x,316,1
9,124,1,1,x,582,1
9,125,0,1,n,504,1
9,126,1,1,x,360,1
9,127,0,1,n,319,1
9,128,1,1,x,350,1
9,129,1,1,x,170,1
9,130,0,1,n,419,1
9,131,1,1,x,344,1
9,132,0,1,n,500,1
9,133,1,1,x,313,1
9,134,1,1,x,328,1
9,135,0,1,n,433,1
9,136,1,1,x,353,1
9,137,1,1,x,449,1
9,138,0,1,n,494,1
9,139,1,1,x,343,1
9,140,0,1,x,318,0
9,141,1,1,x,745,1
9,142,1,1,x,377,1
9,143,0,1,n,453,1
9,144,1,1,x,377,1
9,145,0,1,n,413,1
9,146,1,1,x,382,1
9,147,1,1,x,299,1
9,148,0,1,n,344,1
9,149,1,1,x,302,1
9,150,1,1,n,295,0
9,151,0,1,n,779,1
9,152,1,1,x,348,1
9,153,0,1,n,500,1
9,154,1,1,x,332,1
9,155,1,1,x,305,1
9,156,0,1,n,407,1
9,157,1,1,x,327,1
9,158,1,1,x,320,1
9,159,0,1,n,327,1
9,160,1,1,x,318,1
9,161,0,1,n,330,1
9,162,1,1,x,568,1
9,163,1,1,x,272,1
9,164,0,1,n,322,1
9,165,1,1,x,288,1
9,166,0,1,n,568,1
9,167,1,1,x,347,1
9,168,1,1,x,263,1
9,169,0,1,n,250,1
9,170,1,1,x,316,1
9,171,1,1,x,385,1
9,172,0,1,n,267,1
9,173,1,1,x,294,1
9,174,0,1,n,450,1
9,175,1,1,x,306,1
9,176,1,1,x,312,1
9,177,0,1,n,259,1
9,178,1,1,x,313,1
9,179,1,1,x,305,1
9,180,0,1,n,309,1
9,181,1,1,x,250,1
9,182,0,1,n,243,1
9,183,1,1,x,257,1
9,184,1,1,x,290,1
9,185,0,1,n,234,1
9,186,1,1,x,303,1
9,187,0,1,n,521,1
9,188,1,1,x,398,1
9,189,1,1,x,323,1
9,190,0,1,n,171,1
9,191,1,1,x,312,1
9,192,1,1,x,338,1
9,193,0,1,n,371,1
9,194,1,1,x,306,1
9,195,0,1,x,302,0
9,196,1,1,x,539,1
9,197,1,1,x,419,1
9,198,0,1,n,504,1
9,199,1,1,x,324,1
9,200,0,1,n,554,1
9,201,1,1,x,388,1
9,202,1,1,x,465,1
9,203,0,1,n,248,1
9,204,1,1,x,292,1
9,205,1,1,x,322,1
9,206,0,1,n,332,1
9,207,1,1,x,345,1
9,208,0,1,n,415,1
9,209,1,1,x,307,1
9,210,1,1,x,333,1
9,211,0,1,n,418,1
9,212,1,1,x,298,1
9,213,1,1,x,463,1
9,214,0,1,n,421,1
9,215,1,1,x,317,1
9,216,0,1,n,467,1
9,217,1,1,x,309,1
9,218,1,1,x,364,1
9,219,0,1,n,311,1
9,220,1,1,x,374,1
9,221,0,1,n,563,1
9,222,1,1,x,362,1
9,223,1,1,x,469,1
9,224,0,1,n,309,1
9,225,1,1,x,368,1
9,226,1,1,x,303,1
9,227,0,1,n,354,1
9,228,1,1,x,320,1
9,229,0,1,n,307,1
9,230,1,1,x,258,1
9,231,1,1,x,400,1
9,232,0,1,n,291,1
9,233,1,1,x,199,1
9,1,0,2,n,651,1
9,2,1,2,x,335,1
9,3,1,2,x,430,1
9,4,0,2,n,355,1
9,5,1,2,x,320,1
9,6,1,2,x,322,1
9,7,0,2,n,308,1
9,8,1,2,x,284,1
9,9,0,2,x,193,0
9,10,1,2,x,435,1
9,11,1,2,x,399,1
9,12,0,2,n,336,1
9,13,1,2,x,228,1
9,14,1,2,x,331,1
9,15,0,2,n,286,1
9,16,1,2,x,267,1
9,17,0,2,n,457,1
9,18,1,2,x,319,1
9,19,1,2,x,273,1
9,20,0,2,n,327,1
9,21,1,2,x,294,1
9,22,0,2,n,339,1
9,23,1,2,x,323,1
9,24,1,2,x,310,1
9,25,0,2,n,372,1
9,26,1,2,x,299,1
9,27,1,2,x,293,1
9,28,0,2,n,284,1
9,29,1,2,x,270,1
9,30,0,2,n,287,1
9,31,1,2,x,255,1
9,32,1,2,x,303,1
9,33,0,2,n,179,1
9,34,1,2,x,262,1
9,35,1,2,x,359,1
9,36,0,2,n,229,1
9,37,1,2,x,208,1
9,38,0,2,n,242,1
9,39,1,2,x,222,1
9,40,1,2,x,169,1
9,41,0,2,n,166,1
9,42,1,2,x,170,1
9,43,0,2,x,215,0
9,44,1,2,x,509,1
9,45,1,2,x,305,1
9,46,0,2,n,257,1
9,47,1,2,x,289,1
9,48,1,2,x,306,1
9,49,0,2,n,184,1
9,50,1,2,x,245,1
9,51,0,2,n,280,1
9,52,1,2,x,106,1
9,53,1,2,x,268,1
9,54,0,2,n,157,1
9,55,1,2,x,276,1
9,56,0,2,x,203,0
9,57,1,2,x,525,1
9,58,1,2,x,396,1
9,59,0,2,n,228,1
9,60,1,2,x,234,1
9,61,1,2,x,459,1
9,62,0,2,n,322,1
9,63,1,2,x,188,1
9,64,0,2,n,268,1
9,65,1,2,x,203,1
9,66,1,2,x,383,1
9,67,0,2,n,354,1
9,68,1,2,x,269,1
9,69,1,2,x,450,1
9,70,0,2,n,352,1
9,71,1,2,x,344,1
9,72,0,2,n,465,1
9,73,1,2,x,267,1
9,74,1,2,x,243,1
9,75,0,2,n,291,1
9,76,1,2,x,208,1
9,77,0,2,n,524,1
9,78,1,2,x,289,1
9,79,1,2,x,315,1
9,80,0,2,n,226,1
9,81,1,2,x,293,1
9,82,1,2,x,444,1
9,83,0,2,n,149,1
9,84,1,2,x,311,1
9,85,0,2,n,539,1
9,86,1,2,x,275,1
9,87,1,2,x,276,1
9,88,0,2,n,233,1
9,89,1,2,x,293,1
9,90,1,2,x,352,1
9,91,0,2,n,344,1
9,92,1,2,x,321,1
9,93,0,2,n,559,1
9,94,1,2,x,259,1
9,95,1,2,x,194,1
9,96,0,2,n,193,1
9,97,1,2,x,264,1
9,98,0,2,n,416,1
9,99,1,2,x,238,1
9,100,1,2,x,318,1
9,101,0,2,n,252,1
9,102,1,2,x,336,1
9,103,1,2,n,371,0
9,104,0,2,n,613,1
9,105,1,2,x,323,1
9,106,0,2,x,172,0
9,107,1,2,x,512,1
9,108,1,2,x,254,1
9,109,0,2,n,367,1
9,110,1,2,x,294,1
9,111,0,2,n,366,1
9,112,1,2,x,329,1
9,113,1,2,x,339,1
9,114,0,2,n,159,1
9,115,1,2,x,243,1
9,116,1,2,n,262,0
9,117,0,2,x,350,0
9,118,1,2,x,949,1
9,119,0,2,n,480,1
9,120,1,2,x,340,1
9,121,1,2,x,198,1
9,122,0,2,n,254,1
9,123,1,2,x,322,1
9,124,1,2,x,411,1
9,125,0,2,n,485,1
9,126,1,2,x,333,1
9,127,0,2,n,326,1
9,128,1,2,x,297,1
9,129,1,2,x,355,1
9,130,0,2,n,329,1
9,131,1,2,x,297,1
9,132,0,2,n,627,1
9,133,1,2,x,274,1
9,134,1,2,x,363,1
9,135,0,2,n,277,1
9,136,1,2,x,294,1
9,137,1,2,x,339,1
9,138,0,2,n,209,1
9,139,1,2,x,195,1
9,140,0,2,n,320,1
9,141,1,2,x,180,1
9,142,1,2,x,320,1
9,143,0,2,n,204,1
9,144,1,2,x,278,1
9,145,0,2,n,280,1
9,146,1,2,x,322,1
9,147,1,2,x,153,1
9,148,0,2,n,314,1
9,149,1,2,x,333,1
9,150,1,2,x,517,1
9,151,0,2,n,258,1
9,152,1,2,x,275,1
9,153,0,2,n,220,1
9,154,1,2,x,164,1
9,155,1,2,x,295,1
9,156,0,2,n,205,1
9,157,1,2,x,162,1
9,158,1,2,x,407,1
9,159,0,2,n,224,1
9,160,1,2,x,228,1
9,161,0,2,n,290,1
9,162,1,2,x,201,1
9,163,1,2,x,191,1
9,164,0,2,n,274,1
9,165,1,2,x,221,1
9,166,0,2,n,344,1
9,167,1,2,x,210,1
9,168,1,2,x,231,1
9,169,0,2,n,272,1
9,170,1,2,x,265,1
9,171,1,2,x,191,1
9,172,0,2,n,218,1
9,173,1,2,x,186,1
9,174,0,2,n,202,1
9,175,1,2,x,228,1
9,176,1,2,x,227,1
9,177,0,2,n,204,1
9,178,1,2,x,166,1
9,179,1,2,n,255,0
9,180,0,2,n,849,1
9,181,1,2,x,510,1
9,182,0,2,n,524,1
9,183,1,2,x,306,1
9,184,1,2,x,312,1
9,185,0,2,n,204,1
9,186,1,2,x,265,1
9,187,0,2,n,489,1
9,188,1,2,x,311,1
9,189,1,2,x,180,1
9,190,0,2,n,266,1
9,191,1,2,x,318,1
9,192,1,2,x,309,1
9,193,0,2,n,182,1
9,194,1,2,x,203,1
9,195,0,2,n,322,1
9,196,1,2,x,348,1
9,197,1,2,x,79,1
9,198,0,2,n,346,1
9,199,1,2,x,263,1
9,200,0,2,n,286,1
9,201,1,2,x,227,1
9,202,1,2,x,201,1
9,203,0,2,n,270,1
9,204,1,2,x,264,1
9,205,1,2,x,382,1
9,206,0,2,n,274,1
9,207,1,2,x,316,1
9,208,0,2,n,252,1
9,209,1,2,x,206,1
9,210,1,2,x,287,1
9,211,0,2,n,199,1
9,212,1,2,x,290,1
9,213,1,2,x,264,1
9,214,0,2,n,351,1
9,215,1,2,x,317,1
9,216,0,2,n,258,1
9,217,1,2,x,189,1
9,218,1,2,x,302,1
9,219,0,2,n,254,1
9,220,1,2,x,303,1
9,221,0,2,n,344,1
9,222,1,2,x,295,1
9,223,1,2,x,411,1
9,224,0,2,n,324,1
9,225,1,2,x,330,1
9,226,1,2,n,286,0
9,227,0,2,n,591,1
9,228,1,2,x,340,1
9,229,0,2,x,277,0
9,230,1,2,x,718,1
9,231,1,2,x,240,1
9,232,0,2,n,394,1
9,233,1,2,x,322,1
9,1,0,3,n,527,1
9,2,1,3,x,335,1
9,3,1,3,x,430,1
9,4,0,3,n,313,1
9,5,1,3,x,261,1
9,6,1,3,x,272,1
9,7,0,3,n,285,1
9,8,1,3,x,295,1
9,9,0,3,x,287,0
9,10,1,3,x,485,1
9,11,1,3,x,401,1
9,12,0,3,n,479,1
9,13,1,3,x,302,1
9,14,1,3,n,310,0
9,15,0,3,n,705,1
9,16,1,3,x,368,1
9,17,0,3,x,319,0
9,18,1,3,x,743,1
9,19,1,3,x,253,1
9,20,0,3,n,287,1
9,21,1,3,x,310,1
9,22,0,3,n,495,1
9,23,1,3,x,279,1
9,24,1,3,x,449,1
9,25,0,3,n,339,1
9,26,1,3,x,327,1
9,27,1,3,x,392,1
9,28,0,3,n,263,1
9,29,1,3,x,262,1
9,30,0,3,x,270,0
9,31,1,3,x,914,1
9,32,1,3,x,349,1
9,33,0,3,n,296,1
9,34,1,3,x,334,1
9,35,1,3,x,392,1
9,36,0,3,n,343,1
9,37,1,3,x,340,1
9,38,0,3,n,342,1
9,39,1,3,x,328,1
9,40,1,3,x,388,1
9,41,0,3,n,424,1
9,42,1,3,x,378,1
9,43,0,3,n,512,1
9,44,1,3,x,297,1
9,45,1,3,x,336,1
9,46,0,3,n,291,1
9,47,1,3,x,343,1
9,48,1,3,x,324,1
9,49,0,3,n,306,1
9,50,1,3,x,328,1
9,51,0,3,n,304,1
9,52,1,3,x,264,1
9,53,1,3,x,290,1
9,54,0,3,n,308,1
9,55,1,3,x,199,1
9,56,0,3,n,251,1
9,57,1,3,x,306,1
9,58,1,3,x,206,1
9,59,0,3,n,225,1
9,60,1,3,x,184,1
9,61,1,3,x,112,1
9,62,0,3,n,175,1
9,63,1,3,x,267,1
9,64,0,3,n,635,1
9,65,1,3,x,269,1
9,66,1,3,x,156,1
9,67,0,3,n,168,1
9,68,1,3,x,307,1
9,69,1,3,x,460,1
9,70,0,3,n,256,1
9,71,1,3,x,322,1
9,72,0,3,n,208,1
9,73,1,3,x,237,1
9,74,1,3,x,197,1
9,75,0,3,n,200,1
9,76,1,3,x,217,1
9,77,0,3,n,198,1
9,78,1,3,x,174,1
9,79,1,3,x,126,1
9,80,0,3,n,840,1
9,81,1,3,x,265,1
9,82,1,3,x,96,1
9,83,0,3,n,143,1
9,84,1,3,x,177,1
9,85,0,3,n,149,1
9,86,1,3,x,77,1
9,87,1,3,x,165,1
9,88,0,3,n,134,1
9,89,1,3,x,321,1
9,90,1,3,n,144,0
9,91,0,3,n,690,1
9,92,1,3,x,315,1
9,93,0,3,x,96,0
9,94,1,3,x,620,1
9,95,1,3,x,138,1
9,96,0,3,n,144,1
9,97,1,3,x,147,1
9,98,0,3,n,355,1
9,99,1,3,x,366,1
9,100,1,3,x,71,1
9,101,0,3,n,111,1
9,102,1,3,x,50,1
9,103,1,3,x,311,1
9,104,0,3,n,201,1
9,105,1,3,x,122,1
9,106,0,3,n,232,1
9,107,1,3,x,171,1
9,108,1,3,x,93,1
9,109,0,3,n,245,1
9,110,1,3,x,327,1
9,111,0,3,n,249,1
9,112,1,3,x,202,1
9,113,1,3,x,177,1
9,114,0,3,n,99,1
9,115,1,3,x,167,1
9,116,1,3,x,231,1
9,117,0,3,n,212,1
9,118,1,3,x,212,1
9,119,0,3,n,282,1
9,120,1,3,x,133,1
9,121,1,3,x,190,1
9,122,0,3,n,212,1
9,123,1,3,x,251,1
9,124,1,3,n,175,0
9,125,0,3,n,734,1
9,126,1,3,x,320,1
9,127,0,3,n,621,1
9,128,1,3,x,233,1
9,129,1,3,x,287,1
9,130,0,3,n,399,1
9,131,1,3,x,297,1
9,132,0,3,n,1188,1
9,133,1,3,x,501,1
9,134,1,3,x,365,1
9,135,0,3,n,363,1
9,136,1,3,x,283,1
9,137,1,3,x,150,1
9,138,0,3,n,250,1
9,139,1,3,x,347,1
9,140,0,3,n,496,1
9,141,1,3,x,219,1
9,142,1,3,x,303,1
9,143,0,3,n,315,1
9,144,1,3,x,217,1
9,145,0,3,n,350,1
9,146,1,3,x,266,1
9,147,1,3,x,124,1
9,148,0,3,n,219,1
9,149,1,3,x,114,1
9,150,1,3,x,343,1
9,151,0,3,n,112,1
9,152,1,3,x,85,1
9,153,0,3,n,542,1
9,154,1,3,x,212,1
9,155,1,3,x,302,1
9,156,0,3,n,82,1
9,157,1,3,timeout,1262,timeout
9,158,1,3,x,255,1
9,159,0,3,n,161,1
9,160,1,3,x,83,1
9,161,0,3,n,529,1
9,162,1,3,x,85,1
9,163,1,3,x,313,1
9,164,0,3,n,142,1
9,165,1,3,x,251,1
9,166,0,3,n,238,1
9,167,1,3,x,201,1
9,168,1,3,x,236,1
9,169,0,3,n,182,1
9,170,1,3,x,181,1
9,171,1,3,n,242,0
9,172,0,3,n,333,1
9,173,1,3,x,412,1
9,174,0,3,x,219,0
9,175,1,3,x,697,1
9,176,1,3,x,821,1
9,177,0,3,n,318,1
9,178,1,3,x,162,1
9,179,1,3,x,335,1
9,180,0,3,n,95,1
9,181,1,3,x,23,1
9,182,0,3,n,282,1
9,183,1,3,x,145,1
9,184,1,3,x,62,1
9,185,0,3,n,221,1
9,186,1,3,x,75,1
9,187,0,3,n,562,1
9,188,1,3,x,23,1
9,189,1,3,x,219,1
9,190,0,3,n,80,1
9,191,1,3,x,115,1
9,192,1,3,x,184,1
9,193,0,3,n,174,1
9,194,1,3,x,265,1
9,195,0,3,n,80,1
9,196,1,3,x,117,1
9,197,1,3,x,90,1
9,198,0,3,n,181,1
9,199,1,3,x,162,1
9,200,0,3,n,282,1
9,201,1,3,x,98,1
9,202,1,3,n,696,0
9,203,0,3,n,683,1
9,204,1,3,x,192,1
9,205,1,3,x,160,1
9,206,0,3,n,107,1
9,207,1,3,x,106,1
9,208,0,3,n,126,1
9,209,1,3,x,149,1
9,210,1,3,x,175,1
9,211,0,3,n,162,1
9,212,1,3,x,52,1
9,213,1,3,n,273,0
9,214,0,3,n,363,1
9,215,1,3,x,183,1
9,216,0,3,x,98,0
9,217,1,3,n,108,0
9,218,1,3,x,742,1
9,219,0,3,n,495,1
9,220,1,3,x,411,1
9,221,0,3,x,255,0
9,222,1,3,x,422,1
9,223,1,3,x,177,1
9,224,0,3,n,203,1
9,225,1,3,x,311,1
9,226,1,3,n,306,0
9,227,0,3,n,753,1
9,228,1,3,x,333,1
9,229,0,3,n,504,1
9,230,1,3,x,306,1
9,231,1,3,x,271,1
9,232,0,3,n,240,1
